Timestamp(ms),PlayerRotX,PlayerRotY,TargetRotX,TargetRotY,Fired,HitTarget
15621,0.480396,89.295349,NA,NA,TRUE,FALSE
15633,0.480396,89.295349,1.454074,115.568331,FALSE,NA
15645,0.480396,89.295349,1.454074,115.568331,FALSE,NA
15658,0.480396,89.295349,1.454074,115.568331,FALSE,NA
15683,0.480396,89.314598,1.454069,115.568683,FALSE,NA
15695,0.615133,89.277359,1.454078,115.568002,FALSE,NA
15708,0.745475,89.239555,1.454086,115.567311,FALSE,NA
15733,1.099137,89.147102,1.454108,115.565622,FALSE,NA
15746,1.248102,89.071754,1.454125,115.564246,FALSE,NA
15759,1.278242,88.995529,1.454143,115.562854,FALSE,NA
15771,1.303649,88.995529,1.454143,115.562854,FALSE,NA
15797,1.361393,89.034027,1.454134,115.563557,FALSE,NA
15809,1.342145,89.034027,1.454134,115.563557,FALSE,NA
15822,1.342145,89.034027,1.454134,115.563557,FALSE,NA
15847,1.342145,89.034027,1.454134,115.563557,FALSE,NA
15859,1.342145,89.034027,1.454134,115.563557,FALSE,NA
15871,1.342145,89.034027,1.454134,115.563557,FALSE,NA
15896,1.342145,89.034027,1.454134,115.563557,FALSE,NA
15909,1.342145,89.034027,1.454134,115.563557,FALSE,NA
15922,1.342145,89.034027,1.454134,115.563557,FALSE,NA
15945,1.342145,89.034027,1.454134,115.563557,FALSE,NA
15957,1.342145,89.034027,1.454134,115.563557,FALSE,NA
15982,1.342145,89.034027,1.454134,115.563557,FALSE,NA
15995,1.342145,89.034027,1.454134,115.563557,FALSE,NA
16007,1.342145,89.034027,1.454134,115.563557,FALSE,NA
16032,1.342145,89.034027,1.454134,115.563557,FALSE,NA
16045,1.342145,89.034027,1.454134,115.563557,FALSE,NA
16057,1.342145,89.034027,1.454134,115.563557,FALSE,NA
16082,1.342145,89.034027,1.454134,115.563557,FALSE,NA
16094,1.342145,89.034027,1.454134,115.563557,FALSE,NA
16107,1.342145,89.034027,1.454134,115.563557,FALSE,NA
16130,1.342145,89.034027,1.454134,115.563557,FALSE,NA
16143,1.342145,89.70771,1.45398,115.575886,FALSE,NA
16155,1.265153,91.263054,1.453638,115.604608,FALSE,NA
16180,1.373073,95.779221,1.45276,115.689867,FALSE,NA
16193,1.409743,99.301857,1.452192,115.758045,FALSE,NA
16206,1.333495,103.397835,1.451665,115.838812,FALSE,NA
16232,1.407657,112.060394,1.451029,116.013204,FALSE,NA
16244,1.392464,115.312309,1.45096,116.079329,FALSE,NA
16257,1.317707,117.781761,1.45097,116.129585,FALSE,NA
16283,1.355458,120.150665,1.45103,116.17774,FALSE,NA
16296,1.371016,120.302399,1.451035,116.180821,FALSE,NA
16309,1.396305,120.302399,1.451035,116.180821,FALSE,NA
16322,1.396305,120.28315,1.451035,116.18043,FALSE,NA
16347,1.434801,120.263901,1.451034,116.18004,FALSE,NA
16360,1.454049,120.28315,1.451035,116.18043,FALSE,NA
16372,1.473297,120.357872,1.451037,116.181947,FALSE,NA
16398,1.473297,120.618851,1.451047,116.187244,FALSE,NA
16410,1.434801,120.6381,1.451048,116.187635,FALSE,NA
16423,1.434801,120.6381,1.451048,116.187635,FALSE,NA
16449,1.434801,120.406456,1.451039,116.182934,FALSE,NA
16462,1.415553,120.02504,1.451025,116.175189,FALSE,NA
16474,1.39739,119.618721,1.451012,116.166936,FALSE,NA
16499,1.324314,118.877182,1.450991,116.151865,FALSE,NA
16512,1.308693,118.542175,1.450984,116.145053,FALSE,NA
16524,1.345915,118.151466,1.450976,116.137106,FALSE,NA
16537,1.401731,117.856712,1.450971,116.13111,FALSE,NA
16562,1.502368,117.38295,1.450965,116.121471,FALSE,NA
16575,1.539012,117.233833,1.450963,116.118436,FALSE,NA
16588,1.557651,117.135818,1.450962,116.116442,FALSE,NA
16613,1.582155,117.021576,1.450961,116.114117,FALSE,NA
16626,1.582155,117.002327,1.450961,116.113725,FALSE,NA
16638,1.562907,117.002327,1.450961,116.113725,FALSE,NA
16652,1.562907,117.002327,1.450961,116.113725,TRUE,TRUE
16664,1.562907,117.002327,-0.849189,68.387984,FALSE,NA
16677,1.562907,116.983078,-0.849185,68.387716,FALSE,NA
16689,1.562907,116.983078,-0.849185,68.387716,FALSE,NA
16715,1.562907,116.983078,-0.849185,68.387716,FALSE,NA
16726,1.562907,116.983078,-0.849185,68.387716,FALSE,NA
16739,1.562907,116.983078,-0.849185,68.387716,FALSE,NA
16764,1.562907,116.983078,-0.849185,68.387716,FALSE,NA
16776,1.562907,116.983078,-0.849185,68.387716,FALSE,NA
16789,1.562907,116.983078,-0.849185,68.387716,FALSE,NA
16814,1.562907,116.983078,-0.849185,68.387716,FALSE,NA
16826,1.562907,116.983078,-0.849185,68.387716,FALSE,NA
16839,1.562907,116.94458,-0.849176,68.387179,FALSE,NA
16863,1.582155,115.812408,-0.848913,68.371217,FALSE,NA
16874,1.600725,114.26403,-0.848562,68.348843,FALSE,NA
16887,1.58313,111.80246,-0.848022,68.312014,FALSE,NA
16913,1.706283,104.427269,-0.846553,68.193063,FALSE,NA
16925,2.004087,100.670204,-0.845895,68.127965,FALSE,NA
16938,2.174218,96.820671,-0.845288,68.058484,FALSE,NA
16964,2.663473,90.758842,-0.844473,67.944098,FALSE,NA
16976,2.93379,88.656998,-0.844232,67.903204,FALSE,NA
16988,3.099104,87.050751,-0.844063,67.871579,FALSE,NA
17014,3.45356,85.449181,-0.843907,67.83975,FALSE,NA
17025,3.563904,85.128265,-0.843877,67.833339,FALSE,NA
17038,3.653046,85.03492,-0.843869,67.831472,FALSE,NA
17063,3.709054,85.03492,-0.843869,67.831472,FALSE,NA
17075,3.728302,85.03492,-0.843869,67.831472,FALSE,NA
17087,3.728302,84.996422,-0.843865,67.830701,FALSE,NA
17112,3.74755,84.594383,-0.843829,67.822649,FALSE,NA
17124,3.709054,84.176712,-0.843792,67.814266,FALSE,NA
17148,3.533417,82.869041,-0.843683,67.78791,FALSE,NA
17161,3.411088,81.8041,-0.843601,67.766331,FALSE,NA
17173,3.205573,80.386497,-0.8435,67.737457,FALSE,NA
17198,2.637336,76.558182,-0.843279,67.658758,FALSE,NA
17211,2.158546,74.488625,-0.843192,67.615862,FALSE,NA
17223,1.645903,72.771935,-0.843136,67.580142,FALSE,NA
17248,0.818742,69.732826,-0.843076,67.516696,FALSE,NA
17260,0.503008,68.720718,-0.843067,67.495531,FALSE,NA
17274,0.195761,68.151031,-0.843064,67.483613,FALSE,NA
17299,-0.185028,67.897812,-0.843063,67.478316,FALSE,NA
17310,-0.313354,67.897812,-0.843063,67.478316,FALSE,NA
17322,-0.421539,67.897812,-0.843063,67.478316,FALSE,NA
17348,-0.460022,67.917061,-0.843063,67.478719,FALSE,NA
17359,-0.460022,67.917061,-0.843063,67.478719,FALSE,NA
17371,-0.460022,67.917061,-0.843063,67.478719,FALSE,NA
17395,-0.460022,67.917061,-0.843063,67.478719,FALSE,NA
17407,-0.460022,67.801575,-0.843063,67.476302,FALSE,NA
17432,-0.55191,67.431557,-0.843063,67.468561,FALSE,NA
17444,-0.60437,67.264885,-0.843063,67.465074,FALSE,NA
17456,-0.678436,67.193306,-0.843063,67.463576,FALSE,NA
17481,-0.842072,67.251053,-0.843063,67.464785,FALSE,NA
17494,-0.91507,67.251053,-0.843063,67.464785,TRUE,TRUE
17495,-0.91507,67.3507,-1.939878,66.412698,FALSE,NA
17506,-0.964905,67.369949,-1.939879,66.413098,FALSE,NA
17532,-0.984161,67.389198,-1.939879,66.413497,FALSE,NA
17545,-0.984161,67.389198,-1.939879,66.413497,FALSE,NA
17557,-0.984161,67.389198,-1.939879,66.413497,FALSE,NA
17581,-0.945648,67.408447,-1.939879,66.413897,FALSE,NA
17594,-0.945648,67.408447,-1.939879,66.413897,FALSE,NA
17606,-0.945648,67.427696,-1.939879,66.414296,FALSE,NA
17631,-0.90213,67.563431,-1.939881,66.417114,FALSE,NA
17643,-0.884674,67.731262,-1.939884,66.420597,FALSE,NA
17655,-0.828735,67.948067,-1.939887,66.425096,FALSE,NA
17681,-0.605896,68.745087,-1.939906,66.441632,FALSE,NA
17693,-0.459442,69.308823,-1.939924,66.453322,FALSE,NA
17705,-0.329346,69.965942,-1.939949,66.466942,FALSE,NA
17729,-0.053589,71.365463,-1.940021,66.495918,FALSE,NA
17741,0.067871,71.882095,-1.940054,66.5066,FALSE,NA
17766,0.103802,71.877968,-1.940053,66.506515,FALSE,NA
17778,0.05604,71.439064,-1.940026,66.49744,FALSE,NA
17791,-0.05368,70.776108,-1.939988,66.483722,FALSE,NA
17817,-0.50946,69.09343,-1.939917,66.448856,FALSE,NA
17828,-0.828339,68.293678,-1.939894,66.432267,FALSE,NA
17839,-1.137329,67.553719,-1.939881,66.416912,FALSE,NA
17865,-1.740021,66.651321,-1.939873,66.398181,FALSE,NA
17878,-1.940338,66.466454,-1.939873,66.394344,FALSE,NA
17889,-2.088226,66.39463,-1.939873,66.392853,FALSE,NA
17914,-2.216492,66.375381,-1.939873,66.392453,TRUE,TRUE
17915,-2.216492,66.375381,11.026855,65.195999,FALSE,NA
17927,-2.216492,66.375381,11.026855,65.195999,FALSE,NA
17939,-2.216492,66.375381,11.026855,65.195999,FALSE,NA
17964,-2.216492,66.375381,11.026855,65.195999,FALSE,NA
17976,-2.216492,66.375381,11.026855,65.195999,FALSE,NA
17988,-2.216492,66.375381,11.026855,65.195999,FALSE,NA
18013,-2.216492,66.375381,11.026855,65.195999,FALSE,NA
18026,-2.216492,66.375381,11.026855,65.195999,FALSE,NA
18050,-2.216492,66.442177,11.02686,65.197372,FALSE,NA
18063,-2.197235,66.461426,11.026862,65.197768,FALSE,NA
18074,-2.177979,66.480675,11.026863,65.198163,FALSE,NA
18099,-2.177979,66.480675,11.026863,65.198163,FALSE,NA
18111,-2.177979,66.461426,11.026862,65.197768,FALSE,NA
18123,-2.158722,66.408852,11.026857,65.196687,FALSE,NA
18148,-1.929626,66.101974,11.026835,65.190377,FALSE,NA
18160,-1.654633,65.955276,11.026827,65.187361,FALSE,NA
18173,-1.251221,65.864265,11.026823,65.185489,FALSE,NA
18197,0.20816,65.94236,11.026826,65.187095,FALSE,NA
18209,1.318416,66.199257,11.026842,65.192377,FALSE,NA
18221,2.602884,66.326523,11.026851,65.194994,FALSE,NA
18246,5.667006,66.792091,11.026893,65.204565,FALSE,NA
18258,7.062851,66.846794,11.026899,65.20569,FALSE,NA
18271,8.339243,66.683502,11.026882,65.202333,FALSE,NA
18296,10.131816,66.079315,11.026834,65.189911,FALSE,NA
18308,10.713949,65.775032,11.026819,65.183654,FALSE,NA
18332,11.143048,65.417839,11.026809,65.176309,FALSE,NA
18344,11.178888,65.39859,11.026809,65.175913,FALSE,NA
18356,11.178888,65.39859,11.026809,65.175913,FALSE,NA
18381,11.198136,65.39859,11.026809,65.175913,FALSE,NA
18393,11.198136,65.39859,11.026809,65.175913,FALSE,NA
18405,11.294376,65.39859,11.026809,65.175913,FALSE,NA
18429,11.57354,65.39859,11.026809,65.175913,FALSE,NA
18441,11.753213,65.39859,11.026809,65.175913,FALSE,NA
18465,12.15013,65.344658,11.026808,65.174804,FALSE,NA
18477,12.236834,65.344658,11.026808,65.174804,FALSE,NA
18489,12.256082,65.344658,11.026808,65.174804,FALSE,NA
18513,12.256082,65.325409,11.026808,65.174408,FALSE,NA
18527,12.236834,65.325409,11.026808,65.174408,TRUE,FALSE
18527,12.236834,65.308014,-1.10437,114.506596,FALSE,NA
18550,12.117694,65.285698,-1.104377,114.506295,FALSE,NA
18562,12.098446,65.285698,-1.104377,114.506295,FALSE,NA
18575,12.098446,65.285698,-1.104377,114.506295,FALSE,NA
18599,12.098446,65.285698,-1.104377,114.506295,FALSE,NA
18610,12.098446,65.285698,-1.104377,114.506295,FALSE,NA
18621,12.098446,65.285698,-1.104377,114.506295,FALSE,NA
18645,12.098446,65.285698,-1.104377,114.506295,FALSE,NA
18656,12.098446,65.285698,-1.104377,114.506295,FALSE,NA
18680,12.079198,65.343445,-1.104359,114.507073,FALSE,NA
18692,11.990679,65.411293,-1.104339,114.507989,FALSE,NA
18704,11.905868,65.518471,-1.104307,114.509437,FALSE,NA
18728,11.658441,65.661629,-1.104264,114.511376,FALSE,NA
18741,11.512004,65.717812,-1.104247,114.512139,FALSE,NA
