TargetRotX,TargetRotY
10.543302,-6.296529000000007
5.437627999999998,9.014474000000007
-2.672656,17.90086000000001
-18.020367,-40.256553
7.239818,-2.9328079999999943
11.109746999999999,16.937813000000006
-8.44459,-13.263677000000001
9.669981,44.103575000000006
-13.742304999999998,-16.211788
6.905818,11.533810000000003
-3.588026,-36.47795599999999
2.8734649999999995,41.383258
-2.8375369999999993,-4.939059999999998
-2.785966,-40.652871000000005
-0.941614,25.705652999999998
11.656442,1.4931299999999936
-11.691229,-32.182625
-2.388858,0.15443999999999392
15.321259,18.52917199999999
-14.571901,18.597003
7.2177750000000005,-21.95518299999999
-10.040708,2.8482219999999927
1.9978920000000002,17.67328599999999
17.671321,-32.37510999999999
-1.1960980000000028,39.53134600000001
0.6816530000000007,2.5003480000000025
-2.8868340000000003,1.0978630000000038
-13.166869,-7.944531999999995
-3.167509,-14.900751
18.216174,-16.91287700000001
-16.196742,22.661537999999993
10.082476999999999,12.198280999999994
5.4072320000000005,-43.992729
-14.373117999999998,40.73284700000001
11.387179,-38.858183
-5.347607,44.541769
-5.654104,-4.610735000000005
12.787645999999999,-15.848894999999999
-1.6703670000000006,22.659586999999988
-0.17779600000000073,-7.555948000000001
-7.0325560000000005,-38.00129
-5.603404,17.158263000000005
-2.028703,-21.062944
7.243551999999999,14.289387000000005
5.477176,-8.418823000000003
-10.611922,-2.0007499999999965
5.256939000000001,-3.653148999999999
5.414862999999999,49.40145899999999
-1.7467919999999992,-5.244755999999995
-13.584803,2.7245070000000027
1.264411,-32.892244000000005
13.856095,5.7634570000000025
-0.3722689999999993,17.806931000000006
1.046202000000001,-11.866790999999992
-14.132572,20.322564999999997
0.05309600000000003,-47.924066999999994
11.548048000000001,18.764846000000006
-3.4307880000000015,7.889808000000002
-4.6774830000000005,-21.085391
8.09357,41.398622
-7.942132,3.78380700000001
9.528597999999999,-4.101647
1.4223229999999987,-7.971692000000004
-14.992365000000001,-29.653453999999996
11.830131000000002,34.24228000000001
-6.3854999999999995,-22.836692999999997
-2.1833919999999996,26.867748000000006
7.014895000000001,-38.297095
-0.47283400000000064,3.107069999999993
-8.783033,28.534081
8.790181,-38.94298500000001
-7.59818,3.6814739999999944
16.97281,6.997809000000004
-18.264727999999998,27.596544999999992
2.032372,-35.19400400000001
2.216176,42.230672999999996
-2.683187,5.321348999999998
8.728659,-48.46845999999999
1.7730169999999994,31.850739000000004
1.5550350000000002,9.272670000000005
-8.979959000000001,0.8524269999999916
5.350179000000001,-19.08589599999999
-0.09461699999999951,9.049221000000003
-11.072611,-33.77243399999999
10.895156,7.57735000000001
4.484999,-9.372298
-4.698110999999999,1.8497420000000062
8.344953000000002,14.795783999999998
-0.6031399999999998,-6.180890000000005
-6.313172,-1.600036000000003
1.813098,-4.809382999999997
4.426781999999999,33.27595099999999
0.29820599999999864,-43.63029
-9.137011999999999,0.24549400000000077
-1.368099,11.731857000000005
11.135464,-4.524964999999995
-5.677651000000001,-9.922568000000005
2.643453000000001,11.54507799999999
-8.366201,-2.8834639999999894
1.8937800000000005,1.111965000000012
-1.8708899999999993,20.027304
2.266831,-28.958831000000004
3.4608029999999994,11.836227999999991
6.6690809999999985,3.304339000000013
0.09772399999999948,31.69368200000001
-6.436458000000002,4.282160999999988
-0.015250999999999237,-2.337424999999996
-3.011931999999999,-41.80785200000001
-9.323212,35.13002800000001
1.520313,-21.259766999999997
11.160355000000001,-5.552233999999999
-4.0896870000000005,27.101107999999996
-3.057359,-41.202415
13.053441000000001,7.463019000000003
-16.139146,-2.646142999999995
5.922344,26.727638
-7.043022,7.456104999999994
15.634481000000001,1.0342349999999954
-9.467846000000002,4.54734599999999
-6.0689269999999995,-31.379215000000002
-2.4862580000000003,-11.299909
14.528233,-1.8151530000000093
-12.743628,5.583734000000007
5.308476,30.17843900000001
0.8886010000000004,6.2606660000000005
-7.884404,-8.691901999999999
1.0913270000000002,14.861477999999991
3.1511660000000004,-42.60979499999999
6.337498,25.542321
-10.523775,-3.448145000000011
10.320224,3.1404810000000083
8.766765999999999,-3.277439000000001
-8.182079000000002,-14.359653000000009
-6.366177,33.94962699999999
6.0728539999999995,-10.397503999999998
-2.357367,-37.144391
-2.1065050000000003,1.9809060000000045
10.226363000000001,27.571664000000013
-17.375566,-23.114272
16.538673,-3.884642999999997
-11.888217999999998,21.414619000000002
1.5002059999999995,15.962178999999992
-2.5569170000000003,-11.383487000000002
3.864008,-31.64988299999999
6.690623,5.319821999999995
-8.063022999999998,-5.892051000000002
6.5927050000000005,50.45984
-14.680375,-38.238603999999995
13.772501,14.63719900000001
1.432598999999998,15.054096999999999
-2.612330000000002,10.984007999999989
-3.0296260000000004,-40.479141999999996
-8.161985999999999,30.552757999999997
-0.8407169999999997,-35.165323
10.506011,25.957454999999996
-9.065779,-17.205506
12.266764000000002,-13.300691999999998
-9.345756999999999,16.231713
-7.0556209999999995,-14.916960000000003
-2.128593,-1.304980999999998
13.209601,48.46429499999999
1.17957,-50.670396999999994
1.522234000000001,-2.6078470000000067
-5.550794,13.008187
0.10291499999999942,19.03110799999999
0.8126470000000001,-19.579603000000006
2.363011,-6.393157000000002
5.8927900000000015,35.84125399999999
-3.803616999999999,8.402551000000003
-11.242628,2.040953000000002
13.644845000000002,-29.772198000000003
-12.44146,-8.733177000000012
5.131381,22.312114000000008
1.4491309999999995,-0.6212109999999882
-14.093781,-1.8119599999999991
3.371669,-22.849387000000007
5.250888,3.7236390000000057
6.220381,15.347189
-18.457063,19.278358999999995
16.871467,4.327771999999996
-16.512103,-29.287318999999997
-0.18175600000000003,20.828068000000002
1.0010999999999999,7.146320000000003
11.46583,-32.47998000000001
-7.65465,33.464825000000005
11.553259,-18.992863
0.5738649999999996,10.554449000000005
-5.562097,8.053634000000002
-4.891947,-49.322706999999994
11.558105000000001,11.81398
2.1172249999999995,16.720540999999997
-9.166984000000003,-14.587429
7.1761029999999995,-18.719201999999996
-2.2159010000000006,1.1871089999999995
5.265003999999999,-1.8487659999999977
-17.465979,-0.517669000000005
-1.3654509999999997,51.20920500000001
14.288039999999999,-24.348145000000002
-2.7557669999999987,6.2973149999999976
2.0950799999999994,-29.656489000000008
8.171342000000001,19.304393000000005
-2.7712699999999995,7.3032149999999945
-6.2433299999999985,-7.5293199999999985
0.49090900000000026,9.517585999999994
1.2305689999999991,-22.235960000000006
-8.755226,35.032376
3.8852020000000005,7.513886999999997
11.563126,-16.53022200000001
-16.437769000000003,-27.912885000000003
14.383792999999999,34.672008000000005
-14.684062,-30.264295000000004
