TrajectorySize
46
42
37
49
33
40
34
49
38
33
53
42
28
44
39
44
46
44
39
42
43
37
39
49
38
32
23
35
34
47
44
39
46
45
45
42
28
41
38
33
47
35
45
32
34
34
26
65
26
39
41
36
33
28
39
64
44
32
40
45
35
38
26
44
42
41
40
42
28
40
46
37
41
47
42
40
34
55
37
32
36
35
31
44
33
36
27
36
25
24
28
39
43
32
32
31
27
31
25
25
41
40
27
26
42
29
29
56
53
35
36
41
50
39
42
47
37
38
36
41
38
39
36
39
24
29
38
43
39
34
32
32
30
39
33
40
26
40
41
39
42
36
27
43
31
33
54
45
38
32
32
41
41
42
38
38
38
38
34
25
54
64
24
33
35
33
35
42
32
35
45
35
41
27
46
35
26
36
41
38
42
41
30
42
40
41
33
28
54
33
37
33
34
23
22
25
70
43
29
50
38
25
25
22
35
42
24
37
43
37
40
34
41
44
38
37
39
37
37
30
26
42
50
45
31
31
48
41
38
24
48
42
31
38
36
31
45
38
31
34
29
44
39
31
29
40
40
40
34
25
31
35
22
23
33
26
31
41
28
33
38
31
24
40
28
25
38
52
41
35
44
32
28
40
40
36
37
48
42
35
40
22
38
45
44
36
38
32
38
35
39
30
36
35
37
37
35
24
38
41
38
37
44
27
35
27
37
41
30
33
50
37
40
36
35
46
40
32
39
39
36
30
32
27
31
39
38
33
40
39
34
43
38
43
35
39
50
34
45
41
37
38
31
36
25
28
30
34
43
30
33
38
37
36
32
37
31
38
42
33
33
31
41
35
38
36
34
29
42
30
36
77
37
41
45
35
30
24
43
29
33
26
38
38
27
44
35
40
34
25
29
23
23
39
30
23
27
36
30
39
54
43
39
32
29
32
36
36
28
54
55
41
40
32
35
49
43
39
45
42
52
42
42
24
37
29
54
63
46
45
32
23
43
39
25
42
40
26
40
39
34
31
32
37
37
38
38
25
42
42
38
36
23
38
35
34
42
33
31
24
39
33
41
56
34
38
23
31
39
37
31
35
40
34
38
32
35
45
40
42
86
41
42
38
29
40
54
55
24
35
42
27
38
49
43
38
46
39
36
28
40
39
44
40
33
34
35
39
35
37
33
41
35
39
41
43
38
40
44
34
25
34
36
38
43
41
39
37
39
42
37
40
38
36
39
55
59
34
42
63
43
38
40
42
39
43
44
30
27
25
43
30
36
42
47
39
41
40
30
30
47
40
42
40
28
29
24
32
28
37
31
37
40
40
42
39
29
40
39
40
40
30
43
47
53
65
26
40
42
43
40
39
38
41
38
29
42
31
32
42
41
29
27
39
41
33
26
35
44
44
50
40
32
36
30
38
41
35
40
35
42
46
30
33
33
36
41
41
33
38
34
34
24
25
43
42
42
51
38
33
24
28
37
30
37
35
28
22
26
35
26
37
29
25
30
35
38
33
42
33
33
40
36
41
28
36
25
38
33
39
42
42
39
39
38
37
22
38
34
24
27
41
43
26
27
28
37
41
34
37
34
34
39
38
43
67
41
33
37
38
39
35
33
35
38
39
28
24
29
40
35
36
30
46
59
44
24
35
35
33
32
29
35
42
43
44
41
38
42
39
30
35
33
41
36
37
39
42
48
29
41
40
40
44
40
33
36
34
34
33
34
39
38
31
39
41
33
42
32
41
35
41
37
30
31
40
33
41
24
30
36
33
38
32
20
42
33
36
35
35
33
33
40
50
35
32
34
42
37
23
34
48
30
44
53
26
40
33
35
22
36
34
38
36
42
40
32
35
34
41
26
31
23
39
34
36
42
52
36
28
31
38
33
30
26
51
27
27
36
38
22
39
38
22
46
30
23
23
41
35
38
30
28
26
20
25
26
21
22
25
24
29
36
26
27
32
23
22
24
26
23
23
25
37
30
25
26
23
23
22
23
26
24
42
35
28
33
33
23
26
28
23
33
26
66
41
38
39
51
51
24
26
30
31
26
35
39
38
47
37
39
43
39
34
33
37
36
32
42
33
36
38
33
24
26
24
21
24
25
26
23
24
24
25
41
28
41
31
44
45
26
27
33
38
61
38
42
35
40
39
27
25
26
25
41
28
30
23
40
36
31
37
21
20
24
23
43
26
24
32
23
46
32
23
27
23
33
21
35
24
51
23
29
20
26
23
23
23
31
26
40
42
41
38
43
30
41
27
26
34
27
22
25
23
23
25
24
21
23
27
25
24
23
22
23
39
35
30
25
72
49
50
45
41
42
36
41
43
49
49
46
35
47
57
48
40
35
25
45
43
41
40
24
169
46
42
62
42
56
23
52
28
28
29
72
64
36
48
50
30
22
26
50
44
47
51
47
29
39
38
39
38
30
40
33
26
25
36
40
44
26
44
45
49
48
42
44
46
47
25
44
45
24
41
24
39
35
25
39
55
40
39
44
50
45
39
76
41
35
44
44
30
28
42
41
28
42
40
39
28
43
30
24
45
52
46
47
44
54
43
44
35
46
31
45
62
39
41
35
44
42
44
50
24
42
41
75
38
39
28
44
42
23
42
36
46
46
40
38
34
51
45
50
37
27
33
62
55
62
73
37
49
48
43
59
31
58
23
34
22
51
46
45
42
43
40
47
43
35
33
42
38
41
39
51
42
27
47
35
25
43
7
34
35
41
34
44
41
34
5
48
31
41
38
31
50
74
66
40
43
30
59
37
46
44
42
41
41
40
40
28
38
33
31
35
29
41
25
41
28
27
46
31
28
31
39
50
43
36
38
27
43
42
37
39
35
42
44
33
45
35
42
25
31
42
50
44
51
45
73
35
29
41
46
34
32
40
40
36
42
39
47
69
46
54
45
35
34
42
50
40
42
32
36
33
38
40
33
28
27
41
39
41
45
48
58
38
34
38
46
50
44
26
38
38
36
37
48
60
45
33
48
40
44
37
68
34
36
64
36
46
74
54
40
23
63
48
46
35
21
36
44
30
39
42
25
47
44
47
46
45
49
39
27
44
32
46
39
21
44
43
36
44
41
40
34
35
48
45
29
27
42
39
35
46
41
42
34
46
32
56
25
39
43
40
24
30
41
38
43
39
44
41
33
34
30
29
38
39
48
34
40
42
58
32
43
45
27
25
41
40
38
44
42
39
38
41
45
45
29
45
39
37
30
39
33
33
31
41
31
34
51
37
32
44
36
40
43
27
42
39
38
40
30
29
64
48
34
37
36
44
39
48
46
44
45
42
38
42
58
40
44
43
26
45
36
44
34
41
41
32
34
27
29
38
45
22
43
27
27
48
24
34
28
44
43
45
42
41
37
40
41
43
44
38
32
34
42
44
38
43
40
44
30
38
38
39
58
40
21
27
24
51
59
38
24
40
46
36
36
30
42
47
37
35
46
64
31
45
57
45
37
39
39
44
39
42
51
42
43
36
43
30
37
39
46
42
43
49
41
35
49
42
34
48
37
39
41
29
43
38
38
27
34
37
40
36
41
40
43
44
28
21
39
36
41
30
40
34
45
45
32
43
34
28
43
44
49
45
42
32
35
44
52
40
45
37
26
30
28
35
42
37
42
41
40
40
54
40
28
37
47
43
41
28
56
46
41
57
37
34
55
42
46
26
31
35
42
39
47
50
26
66
40
31
41
35
49
35
25
33
27
38
49
62
40
24
40
45
31
34
26
34
32
22
44
24
34
38
33
39
45
35
41
32
44
47
41
48
41
27
40
46
37
42
47
50
22
36
26
45
55
26
38
58
44
47
47
43
46
42
39
49
38
39
41
26
34
34
25
39
50
44
37
30
40
42
23
35
34
41
43
40
32
44
38
31
48
44
31
28
38
30
39
31
38
40
42
25
42
36
43
40
26
35
35
28
24
23
45
46
27
36
37
27
37
51
25
38
47
24
23
49
23
41
37
42
45
41
45
43
39
40
26
41
28
41
38
40
35
24
25
30
53
43
36
43
38
37
46
40
31
34
43
35
26
34
37
41
35
33
30
27
41
41
41
44
26
41
39
37
25
41
34
41
38
36
43
43
38
42
34
25
37
29
39
38
27
31
46
34
33
43
25
35
24
27
41
60
38
26
28
37
35
43
40
41
36
33
32
37
27
22
40
36
36
40
44
31
41
44
26
33
39
42
32
27
33
44
36
43
38
44
39
42
35
39
30
31
23
26
30
29
24
40
27
30
24
34
41
42
39
30
42
42
41
37
35
29
38
32
31
51
39
27
27
27
33
50
27
54
34
38
39
40
36
50
34
42
29
39
43
30
50
33
39
59
44
36
34
41
46
43
24
24
28
35
42
47
48
49
26
40
37
38
58
38
42
46
44
42
39
43
35
42
24
41
41
34
30
29
35
45
45
77
63
35
35
46
44
33
37
43
42
38
45
25
43
40
43
25
23
43
44
34
41
42
36
38
25
34
44
50
35
40
74
49
33
44
51
44
41
36
36
40
24
41
43
34
48
40
31
46
33
43
42
39
46
51
45
42
42
54
34
34
41
35
27
44
28
27
36
37
37
38
32
38
49
38
34
39
38
23
36
38
36
57
35
35
27
32
42
51
39
36
22
44
56
43
36
32
45
35
39
40
41
35
23
27
29
25
41
36
31
46
29
43
60
31
45
39
38
25
27
31
39
39
42
42
40
35
35
39
25
44
44
32
38
45
60
51
26
39
37
36
35
45
42
37
42
63
42
44
47
33
27
33
36
61
47
40
48
46
31
37
39
39
44
33
26
34
42
43
42
64
48
42
46
61
63
48
39
49
30
31
36
58
43
29
42
53
43
55
48
43
33
46
47
45
38
25
47
36
25
44
52
51
45
50
39
45
47
39
65
44
39
39
40
45
45
41
58
24
43
38
46
45
34
42
38
25
43
35
44
42
33
46
40
39
44
38
30
47
60
49
44
41
44
41
26
44
49
36
49
41
37
24
32
43
38
39
40
55
41
43
44
37
33
46
23
31
66
46
40
42
43
46
34
42
38
24
39
26
44
39
39
41
32
40
41
26
43
41
42
39
42
46
40
39
33
29
29
37
35
26
37
39
57
34
37
43
48
42
42
57
46
39
52
42
24
41
41
45
39
26
50
63
42
27
44
44
37
39
40
28
41
29
44
42
51
47
46
43
51
42
37
33
43
52
37
50
42
34
46
47
57
41
42
39
36
33
48
56
40
40
43
40
36
42
51
46
38
48
42
49
37
46
41
39
52
37
45
35
44
37
37
43
30
43
39
29
33
48
45
43
43
44
38
41
32
39
41
38
47
47
43
47
35
25
43
39
39
49
26
41
36
59
37
39
46
38
37
39
40
40
36
37
43
37
40
38
39
32
33
31
31
40
46
31
42
36
42
40
35
25
41
34
33
40
39
39
35
32
40
22
34
59
33
33
31
32
37
39
40
44
24
37
40
39
34
28
33
37
38
36
36
35
23
26
36
39
44
41
39
37
30
33
27
26
34
37
37
33
37
38
57
38
34
33
26
28
37
30
25
40
36
28
26
38
37
42
37
31
24
45
37
25
35
44
28
34
23
27
33
40
42
21
25
39
39
33
34
30
59
40
26
33
30
24
33
27
22
33
37
35
30
24
24
22
25
22
35
42
29
24
29
22
50
30
33
39
43
32
38
43
38
37
33
31
23
59
37
37
29
29
31
25
39
45
37
39
53
35
35
27
38
41
24
39
28
28
34
37
40
35
35
31
22
23
28
24
35
40
30
20
43
25
22
24
23
32
41
34
36
52
25
35
35
36
37
31
41
37
40
41
22
55
23
30
38
36
28
27
39
38
35
39
34
24
44
31
35
33
41
38
33
33
51
34
22
37
25
36
31
35
39
32
38
39
41
39
36
33
40
39
29
39
39
28
21
27
26
23
37
36
37
37
34
40
38
52
34
27
41
43
37
35
37
39
35
24
38
49
40
42
41
38
35
33
45
31
36
39
41
40
29
34
32
44
38
36
35
34
37
40
41
36
40
38
32
40
35
33
35
36
24
35
36
42
23
30
28
42
42
38
45
41
30
43
25
34
39
30
32
38
28
22
41
56
43
44
37
33
36
27
40
36
44
38
36
37
41
38
37
41
33
40
38
34
32
25
38
37
28
36
38
38
39
35
23
27
36
36
34
32
36
36
36
37
31
40
66
36
28
38
35
38
53
36
34
36
22
36
36
28
34
32
38
34
30
36
30
39
29
30
39
38
25
35
39
37
31
33
28
37
33
30
35
32
27
32
34
35
39
35
36
32
32
43
26
30
37
44
32
24
29
31
37
23
23
30
21
39
28
36
40
46
37
32
37
35
36
41
34
39
33
39
42
26
39
28
21
42
57
40
43
48
45
36
28
37
54
32
40
36
20
30
33
38
36
42
30
34
35
30
44
42
33
38
39
28
32
42
56
23
36
31
37
35
29
31
41
32
32
35
38
35
30
22
33
40
31
31
23
42
37
26
34
5
41
36
27
34
35
35
42
30
39
34
37
34
39
32
24
23
42
36
39
33
29
32
32
36
27
29
62
50
25
37
56
41
24
26
27
41
39
34
37
38
23
35
37
22
29
33
37
27
28
38
38
34
34
28
41
35
33
36
31
34
23
24
28
30
33
23
39
37
35
39
41
33
37
34
40
24
36
34
36
35
50
34
23
42
35
34
30
