TrajectorySize
37
31
34
26
29
37
40
36
32
29
28
27
40
25
24
34
33
39
33
25
31
36
37
28
35
39
39
31
35
26
33
34
40
30
28
35
32
31
33
30
28
43
21
32
35
25
25
25
28
53
35
34
34
37
37
29
34
34
35
33
31
31
30
37
27
29
31
40
42
37
27
21
37
41
23
45
41
40
36
36
24
38
42
40
28
39
35
29
41
31
27
42
28
32
28
43
34
31
42
27
34
27
35
26
48
36
36
33
36
23
27
34
38
32
32
26
36
25
55
39
35
30
32
25
39
36
32
44
25
39
36
21
22
25
29
26
55
33
41
23
23
26
25
31
29
37
35
38
30
31
27
21
34
37
36
34
39
24
34
27
29
27
30
35
39
35
26
36
30
40
34
25
33
31
33
26
36
35
30
35
25
40
30
38
22
36
25
22
24
26
29
25
28
24
25
40
37
24
22
25
32
29
24
31
36
27
25
36
31
28
25
25
32
29
37
29
32
38
46
39
33
30
40
23
39
32
23
36
34
30
23
40
27
28
26
27
36
27
30
23
29
22
52
33
48
35
27
41
40
38
37
24
24
25
30
25
34
37
39
39
33
34
26
38
30
26
25
23
26
26
27
33
23
26
27
26
35
25
38
37
30
26
28
23
35
40
41
34
46
26
35
32
32
27
36
36
33
41
37
41
40
26
30
24
34
30
33
31
21
38
29
28
28
23
36
29
21
32
37
22
38
25
33
32
25
33
43
47
28
36
24
39
30
25
35
35
35
24
26
37
23
22
34
30
58
40
29
33
37
40
25
37
33
22
37
31
27
24
30
28
27
24
28
43
35
32
28
32
41
33
41
41
28
50
34
43
36
33
26
37
24
20
36
33
29
38
35
23
25
28
32
25
28
31
24
27
34
30
31
37
26
31
24
29
26
28
23
27
26
23
29
28
38
28
25
32
37
38
37
39
50
38
39
35
33
33
31
25
32
37
26
21
28
37
28
46
23
25
35
28
40
35
41
38
37
44
34
42
36
47
33
36
39
23
41
32
21
25
36
27
26
36
37
32
31
42
55
36
25
31
25
32
33
21
36
37
36
35
28
25
28
24
39
34
24
30
24
29
30
28
24
27
37
36
31
37
38
