Timestamp(ms),PlayerRotX,PlayerRotY,TargetRotX,TargetRotY,Fired,HitTarget
25748.0,1.088228,89.492874,NA,NA,TRUE,FALSE
25759.0,1.088228,89.492874,11.63153,83.196345,FALSE,NA,
25772.0,1.088228,89.492874,11.63153,83.196345,FALSE,NA,
25784.0,1.088228,89.492874,11.63153,83.196345,FALSE,NA,
25808.0,1.088228,89.492874,11.63153,83.196345,FALSE,NA,
25820.0,1.088228,89.492874,11.63153,83.196345,FALSE,NA,
25833.0,1.088228,89.492874,11.63153,83.196345,FALSE,NA,
25856.0,1.088228,89.492874,11.63153,83.196345,FALSE,NA,
25867.0,1.088228,89.492874,11.63153,83.196345,FALSE,NA,
25891.0,1.088228,89.492874,11.63153,83.196345,FALSE,NA,
25903.0,1.088228,89.492874,11.63153,83.196345,FALSE,NA,
25915.0,1.088228,89.492874,11.63153,83.196345,FALSE,NA,
25939.0,1.088228,89.492874,11.63153,83.196345,FALSE,NA,
25951.0,1.088228,89.492874,11.63153,83.196345,FALSE,NA,
25975.0,1.088228,89.492874,11.63153,83.196345,FALSE,NA,
25986.0,1.088228,89.492874,11.63153,83.196345,FALSE,NA,
25999.0,1.088228,89.492874,11.63153,83.196345,FALSE,NA,
26023.0,1.088228,89.492874,11.63153,83.196345,FALSE,NA,
26034.0,1.088228,89.492874,11.63153,83.196345,FALSE,NA,
26059.0,1.131974,89.415764,11.631492,83.194624,FALSE,NA,
26071.0,1.27007,89.311615,11.631443,83.192299,FALSE,NA,
26083.0,1.478361,89.102898,11.631346,83.187639,FALSE,NA,
26108.0,2.495689,88.180214,11.630956,83.167018,FALSE,NA,
26120.0,3.343792,87.468414,11.630699,83.15109,FALSE,NA,
26132.0,4.400705,86.705475,11.630467,83.134003,FALSE,NA,
26156.0,6.829155,84.932648,11.630096,83.094249,FALSE,NA,
26168.0,7.782277,84.26339,11.630018,83.07923,FALSE,NA,
26192.0,9.999414,83.482201,11.629969,83.061695,FALSE,NA,
26205.0,10.887345,83.242874,11.629964,83.056322,FALSE,NA,
26215.0,11.605318,83.098358,11.629962,83.053078,FALSE,NA,
26239.0,12.616559,82.954819,11.629963,83.049856,FALSE,NA,
26251.0,12.942042,82.914154,11.629963,83.048943,FALSE,NA,
26274.0,13.305471,82.838913,11.629964,83.047254,FALSE,NA,
26286.0,13.37109,82.838913,11.629964,83.047254,FALSE,NA,
26298.0,13.392962,82.838913,11.629964,83.047254,FALSE,NA,
26320.0,13.392962,82.838913,11.629964,83.047254,FALSE,NA,
26332.0,13.37109,82.860786,11.629964,83.047745,FALSE,NA,
26355.0,13.27511,82.88266,11.629963,83.048236,FALSE,NA,
26367.0,13.253238,82.88266,11.629963,83.048236,FALSE,NA,
26390.0,13.052545,82.904533,11.629963,83.048727,FALSE,NA,
26401.0,12.918917,82.94828,11.629963,83.049709,FALSE,NA,
26425.0,12.639859,82.94828,11.629963,83.049709,FALSE,NA,
26437.0,12.507071,82.94828,11.629963,83.049709,FALSE,NA,
26448.0,12.38346,82.94828,11.629963,83.049709,FALSE,NA,
26472.0,12.154184,82.94828,11.629963,83.049709,FALSE,NA,
26484.0,12.074342,82.970154,11.629962,83.0502,FALSE,NA,
26507.0,12.052469,82.970154,11.629962,83.0502,FALSE,NA,
26520.0,12.052469,82.970154,11.629962,83.0502,TRUE,TRUE
26520.0,12.052469,82.970154,17.490097,91.984628,FALSE,NA,
26543.0,12.052469,82.970154,17.490097,91.984628,FALSE,NA,
26554.0,12.052469,82.970154,17.490097,91.984628,FALSE,NA,
26565.0,12.052469,82.970154,17.490097,91.984628,FALSE,NA,
26588.0,12.052469,82.970154,17.490097,91.984628,FALSE,NA,
26599.0,12.052469,82.970154,17.490097,91.984628,FALSE,NA,
26623.0,12.052469,82.970154,17.490097,91.984628,FALSE,NA,
26634.0,12.052469,82.992027,17.490075,91.985117,FALSE,NA,
26657.0,12.052469,82.992027,17.490075,91.985117,FALSE,NA,
26669.0,12.052469,82.992027,17.490075,91.985117,FALSE,NA,
26680.0,12.052469,82.992027,17.490075,91.985117,FALSE,NA,
26703.0,12.052469,82.992027,17.490075,91.985117,FALSE,NA,
26715.0,12.052469,82.992027,17.490075,91.985117,FALSE,NA,
26738.0,12.052469,83.256477,17.489811,91.991022,FALSE,NA,
26750.0,12.096215,83.575386,17.489503,91.998149,FALSE,NA,
26774.0,12.423605,84.689468,17.488513,92.02309,FALSE,NA,
26785.0,12.711698,85.48909,17.487887,92.041028,FALSE,NA,
26809.0,13.596318,87.421471,17.486665,92.084484,FALSE,NA,
26820.0,14.077879,88.444763,17.486183,92.107546,FALSE,NA,
26832.0,14.569059,89.37883,17.485845,92.128619,FALSE,NA,
26855.0,15.354226,90.897835,17.485501,92.162919,FALSE,NA,
26867.0,15.69502,91.51387,17.485434,92.176837,FALSE,NA,
26890.0,16.525509,92.760277,17.485426,92.204999,FALSE,NA,
26902.0,16.986927,93.287918,17.485474,92.21692,FALSE,NA,
26925.0,17.675444,94.046219,17.485598,92.234049,FALSE,NA,
26936.0,17.871313,94.24604,17.485641,92.238561,FALSE,NA,
26958.0,17.993097,94.289787,17.485651,92.239549,FALSE,NA,
26969.0,17.993097,94.289787,17.485651,92.239549,FALSE,NA,
26982.0,17.993097,94.289787,17.485651,92.239549,FALSE,NA,
27004.0,17.949352,94.228851,17.485637,92.238173,FALSE,NA,
27014.0,17.871223,94.206978,17.485632,92.237679,FALSE,NA,
27037.0,17.76922,94.127235,17.485615,92.235878,FALSE,NA,
27049.0,17.716192,94.046974,17.485598,92.234066,FALSE,NA,
27072.0,17.716192,94.025101,17.485594,92.233572,FALSE,NA,
27083.0,17.716192,93.981354,17.485585,92.232584,FALSE,NA,
27106.0,17.837536,93.885872,17.485567,92.230427,FALSE,NA,
27117.0,17.859409,93.784958,17.485548,92.228148,FALSE,NA,
27140.0,17.879593,93.559891,17.485511,92.223064,FALSE,NA,
27151.0,17.901466,93.350136,17.485482,92.218326,FALSE,NA,
27174.0,17.901466,93.010796,17.485445,92.210659,FALSE,NA,
27186.0,17.901466,92.909393,17.485437,92.208368,FALSE,NA,
27197.0,17.901466,92.88752,17.485435,92.207874,FALSE,NA,
27220.0,17.901466,92.865646,17.485433,92.20738,TRUE,TRUE
27221.0,17.901466,92.865646,15.22881,110.766506,FALSE,NA,
27232.0,17.901466,92.865646,15.22881,110.766506,FALSE,NA,
27255.0,17.901466,92.865646,15.22881,110.766506,FALSE,NA,
27267.0,17.901466,92.865646,15.22881,110.766506,FALSE,NA,
27289.0,17.901466,92.865646,15.22881,110.766506,FALSE,NA,
27300.0,17.901466,92.865646,15.22881,110.766506,FALSE,NA,
27322.0,17.901466,92.865646,15.22881,110.766506,FALSE,NA,
27333.0,17.901466,92.865646,15.22881,110.766506,FALSE,NA,
27356.0,17.901466,92.865646,15.22881,110.766506,FALSE,NA,
27366.0,17.901466,92.865646,15.22881,110.766506,FALSE,NA,
27389.0,17.901466,92.865646,15.22881,110.766506,FALSE,NA,
27400.0,17.901466,92.865646,15.22881,110.766506,FALSE,NA,
27422.0,17.901466,92.865646,15.22881,110.766506,FALSE,NA,
27434.0,17.901466,92.909393,15.228738,110.767386,FALSE,NA,
27456.0,17.696989,93.349083,15.228024,110.776245,FALSE,NA,
27468.0,17.54483,93.972916,15.22704,110.788849,FALSE,NA,
27491.0,17.168297,96.592377,15.223284,110.842191,FALSE,NA,
27502.0,16.88703,98.41687,15.221027,110.879704,FALSE,NA,
27524.0,16.579855,102.368835,15.217163,110.961783,FALSE,NA,
27536.0,16.502205,104.179893,15.215864,110.999695,FALSE,NA,
27548.0,16.399303,105.843018,15.214933,111.034632,FALSE,NA,
27571.0,16.100943,108.389458,15.213996,111.088286,FALSE,NA,
27583.0,15.926541,109.159035,15.213829,111.104527,FALSE,NA,
27606.0,15.63027,110.065201,15.213702,111.123659,FALSE,NA,
27617.0,15.508167,110.357437,15.213677,111.129831,FALSE,NA,
27640.0,15.330195,110.894577,15.213652,111.141175,FALSE,NA,
27652.0,15.272017,111.038757,15.213649,111.14422,FALSE,NA,
27676.0,15.272017,111.060631,15.213649,111.144682,FALSE,NA,
27687.0,15.272017,111.060631,15.213649,111.144682,FALSE,NA,
27699.0,15.272017,111.060631,15.213649,111.144682,FALSE,NA,
27722.0,15.293889,111.060631,15.213649,111.144682,FALSE,NA,
27733.0,15.293889,111.060631,15.213649,111.144682,FALSE,NA,
27756.0,15.293889,111.060631,15.213649,111.144682,FALSE,NA,
27767.0,15.293889,111.060631,15.213649,111.144682,FALSE,NA,
27790.0,15.293889,111.060631,15.213649,111.144682,FALSE,NA,
27802.0,15.293889,111.060631,15.213649,111.144682,FALSE,NA,
27824.0,15.293889,111.060631,15.213649,111.144682,FALSE,NA,
27836.0,15.293889,111.060631,15.213649,111.144682,TRUE,TRUE
27836.0,15.293889,111.060631,-2.726478,70.804078,FALSE,NA,
27858.0,15.293889,111.060631,-2.726478,70.804078,FALSE,NA,
27870.0,15.293889,111.060631,-2.726478,70.804078,FALSE,NA,
27881.0,15.293889,111.060631,-2.726478,70.804078,FALSE,NA,
27904.0,15.293889,111.060631,-2.726478,70.804078,FALSE,NA,
27915.0,15.293889,111.060631,-2.726478,70.804078,FALSE,NA,
27938.0,15.293889,111.060631,-2.726478,70.804078,FALSE,NA,
27949.0,15.293889,111.060631,-2.726478,70.804078,FALSE,NA,
27971.0,15.293889,111.060631,-2.726478,70.804078,FALSE,NA,
27983.0,15.293889,111.060631,-2.726478,70.804078,FALSE,NA,
28006.0,15.293889,111.060631,-2.726478,70.804078,FALSE,NA,
28017.0,15.293889,111.060631,-2.726478,70.804078,FALSE,NA,
28040.0,15.293889,110.951263,-2.726407,70.802292,FALSE,NA,
28051.0,15.293889,110.562729,-2.726153,70.795923,FALSE,NA,
28075.0,15.166644,108.001877,-2.724534,70.753087,FALSE,NA,
28087.0,14.962135,105.489647,-2.723036,70.709675,FALSE,NA,
28099.0,14.505366,102.156456,-2.721191,70.650091,FALSE,NA,
28123.0,13.096715,94.9841,-2.71779,70.515075,FALSE,NA,
28135.0,11.972955,91.06868,-2.716275,70.438023,FALSE,NA,
28159.0,9.467497,83.548309,-2.714068,70.284922,FALSE,NA,
28170.0,7.923802,80.189308,-2.713387,70.214896,FALSE,NA,
28183.0,6.449119,77.077637,-2.712927,70.149401,FALSE,NA,
28206.0,3.653848,72.262383,-2.712541,70.047296,FALSE,NA,
